GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1500000US360290051004,360290051004,"Block Group 4, Census Tract 51, Erie County, New York",1089,370,976,390,72,86,0,11,0,11,0,11,0,11,41,71,0,11,41,71
1500000US360290052011,360290052011,"Block Group 1, Census Tract 52.01, Erie County, New York",752,135,686,136,17,27,0,11,49,53,0,11,0,11,0,11,0,11,0,11
1500000US360290052012,360290052012,"Block Group 2, Census Tract 52.01, Erie County, New York",649,157,586,148,0,11,0,11,23,30,0,11,21,33,19,25,14,22,5,12
1500000US360290052013,360290052013,"Block Group 3, Census Tract 52.01, Erie County, New York",520,174,332,142,143,123,0,11,6,11,0,11,0,11,39,49,0,11,39,49
1500000US360290052014,360290052014,"Block Group 4, Census Tract 52.01, Erie County, New York",969,291,846,284,106,71,0,11,9,14,0,11,0,11,8,13,0,11,8,13
1500000US360290052021,360290052021,"Block Group 1, Census Tract 52.02, Erie County, New York",1866,243,942,166,673,195,25,30,153,72,0,11,32,25,41,29,6,10,35,25
1500000US360290052022,360290052022,"Block Group 2, Census Tract 52.02, Erie County, New York",1187,195,428,154,702,140,7,9,0,11,0,11,0,11,50,42,14,20,36,24
1500000US360290053001,360290053001,"Block Group 1, Census Tract 53, Erie County, New York",650,140,480,132,122,85,0,11,29,25,0,11,0,11,19,16,10,13,9,10
1500000US360290053002,360290053002,"Block Group 2, Census Tract 53, Erie County, New York",1007,145,478,87,382,70,6,10,68,37,0,11,36,23,37,34,5,11,32,34
1500000US360290054001,360290054001,"Block Group 1, Census Tract 54, Erie County, New York",1519,250,1113,207,161,111,91,121,56,45,0,11,57,53,41,33,17,25,24,23
1500000US360290054002,360290054002,"Block Group 2, Census Tract 54, Erie County, New York",967,235,748,213,170,89,0,11,5,9,0,11,0,11,44,49,0,11,44,49
1500000US360290054003,360290054003,"Block Group 3, Census Tract 54, Erie County, New York",691,142,608,155,83,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290054004,360290054004,"Block Group 4, Census Tract 54, Erie County, New York",880,232,807,233,38,44,0,11,10,16,0,11,18,20,7,12,0,11,7,12
1500000US360290055001,360290055001,"Block Group 1, Census Tract 55, Erie County, New York",1070,350,504,166,123,80,44,42,176,274,0,11,186,131,37,32,0,11,37,32
1500000US360290055002,360290055002,"Block Group 2, Census Tract 55, Erie County, New York",1083,267,561,194,169,127,12,18,129,141,0,11,168,168,44,52,0,11,44,52
1500000US360290055003,360290055003,"Block Group 3, Census Tract 55, Erie County, New York",867,320,344,138,169,122,0,11,20,30,0,11,264,200,70,106,0,11,70,106
1500000US360290055004,360290055004,"Block Group 4, Census Tract 55, Erie County, New York",852,277,380,160,285,213,29,44,158,156,0,11,0,11,0,11,0,11,0,11
1500000US360290056001,360290056001,"Block Group 1, Census Tract 56, Erie County, New York",632,223,204,100,214,186,0,11,0,11,0,11,160,171,54,74,0,11,54,74
1500000US360290056002,360290056002,"Block Group 2, Census Tract 56, Erie County, New York",588,169,450,139,70,65,0,11,8,13,0,11,31,42,29,17,0,11,29,17
1500000US360290056003,360290056003,"Block Group 3, Census Tract 56, Erie County, New York",1354,327,431,139,571,181,0,11,103,142,0,11,0,11,249,243,0,11,249,243
1500000US360290056004,360290056004,"Block Group 4, Census Tract 56, Erie County, New York",1171,361,602,259,222,149,0,11,33,49,0,11,73,82,241,241,54,86,187,235
1500000US360290056005,360290056005,"Block Group 5, Census Tract 56, Erie County, New York",599,234,356,147,104,122,0,11,129,169,0,11,0,11,10,16,10,16,0,11
1500000US360290057001,360290057001,"Block Group 1, Census Tract 57, Erie County, New York",838,244,192,163,379,130,0,11,17,27,0,11,224,214,26,43,0,11,26,43
1500000US360290057002,360290057002,"Block Group 2, Census Tract 57, Erie County, New York",508,180,340,124,23,35,38,40,15,22,0,11,84,129,8,13,0,11,8,13
1500000US360290057003,360290057003,"Block Group 3, Census Tract 57, Erie County, New York",1093,270,741,185,75,69,0,11,60,97,0,11,180,160,37,43,0,11,37,43
1500000US360290058011,360290058011,"Block Group 1, Census Tract 58.01, Erie County, New York",1385,334,1126,317,33,40,0,11,67,107,0,11,44,56,115,111,45,74,70,87
1500000US360290058012,360290058012,"Block Group 2, Census Tract 58.01, Erie County, New York",1006,407,846,389,141,129,0,11,0,11,0,11,19,48,0,11,0,11,0,11
1500000US360290058013,360290058013,"Block Group 3, Census Tract 58.01, Erie County, New York",1005,308,489,230,73,69,0,11,8,13,0,11,414,239,21,35,21,35,0,11
1500000US360290058021,360290058021,"Block Group 1, Census Tract 58.02, Erie County, New York",979,341,691,282,102,91,49,73,76,101,0,11,0,11,61,73,0,11,61,73
1500000US360290058022,360290058022,"Block Group 2, Census Tract 58.02, Erie County, New York",1318,406,881,367,232,251,0,11,126,170,0,11,79,112,0,11,0,11,0,11
1500000US360290058023,360290058023,"Block Group 3, Census Tract 58.02, Erie County, New York",724,290,216,105,220,154,12,20,230,273,0,11,0,11,46,60,0,11,46,60
1500000US360290058024,360290058024,"Block Group 4, Census Tract 58.02, Erie County, New York",1601,437,1229,369,76,90,0,11,187,237,0,11,46,63,63,79,0,11,63,79
1500000US360290059001,360290059001,"Block Group 1, Census Tract 59, Erie County, New York",964,304,516,173,28,45,5,8,50,68,0,11,348,290,17,19,0,11,17,19
1500000US360290059002,360290059002,"Block Group 2, Census Tract 59, Erie County, New York",638,260,379,175,73,78,45,66,0,11,0,11,99,107,42,47,26,39,16,24
1500000US360290059003,360290059003,"Block Group 3, Census Tract 59, Erie County, New York",564,198,187,79,88,106,0,11,78,74,0,11,155,132,56,72,45,70,11,19
1500000US360290059004,360290059004,"Block Group 4, Census Tract 59, Erie County, New York",580,197,396,153,145,146,0,11,9,14,0,11,30,47,0,11,0,11,0,11
1500000US360290059005,360290059005,"Block Group 5, Census Tract 59, Erie County, New York",1113,274,741,244,157,65,18,29,34,53,0,11,130,123,33,42,0,11,33,42
1500000US360290061001,360290061001,"Block Group 1, Census Tract 61, Erie County, New York",1653,616,400,159,339,384,0,11,789,433,0,11,73,70,52,51,0,11,52,51
1500000US360290061002,360290061002,"Block Group 2, Census Tract 61, Erie County, New York",625,221,426,177,115,121,11,18,0,11,0,11,27,41,46,56,0,11,46,56
1500000US360290061003,360290061003,"Block Group 3, Census Tract 61, Erie County, New York",722,249,521,208,128,136,0,11,32,38,0,11,20,31,21,28,2,4,19,28
1500000US360290061004,360290061004,"Block Group 4, Census Tract 61, Erie County, New York",1140,368,291,108,662,388,0,11,5,9,0,11,173,114,9,15,0,11,9,15
1500000US360290061005,360290061005,"Block Group 5, Census Tract 61, Erie County, New York",724,238,145,79,303,164,0,11,21,34,0,11,177,159,78,82,0,11,78,82
1500000US360290062011,360290062011,"Block Group 1, Census Tract 62.01, Erie County, New York",1920,291,844,146,694,222,6,11,168,52,0,11,137,60,71,46,19,27,52,37
1500000US360290063011,360290063011,"Block Group 1, Census Tract 63.01, Erie County, New York",1078,279,894,269,0,11,0,11,0,11,0,11,111,176,73,107,0,11,73,107
1500000US360290063012,360290063012,"Block Group 2, Census Tract 63.01, Erie County, New York",767,185,726,194,0,11,0,11,41,61,0,11,0,11,0,11,0,11,0,11
1500000US360290063013,360290063013,"Block Group 3, Census Tract 63.01, Erie County, New York",967,304,817,300,134,139,0,11,0,11,0,11,0,11,16,22,0,11,16,22
1500000US360290063014,360290063014,"Block Group 4, Census Tract 63.01, Erie County, New York",1273,307,958,212,20,30,0,11,39,50,19,33,193,229,44,73,0,11,44,73
1500000US360290063015,360290063015,"Block Group 5, Census Tract 63.01, Erie County, New York",562,235,442,199,106,139,0,11,0,11,0,11,0,11,14,22,0,11,14,22
1500000US360290063021,360290063021,"Block Group 1, Census Tract 63.02, Erie County, New York",1024,198,999,208,10,15,0,11,0,11,0,11,0,11,15,17,0,11,15,17
1500000US360290063022,360290063022,"Block Group 2, Census Tract 63.02, Erie County, New York",1109,224,1047,231,32,29,0,11,0,11,0,11,0,11,30,36,0,11,30,36
1500000US360290063023,360290063023,"Block Group 3, Census Tract 63.02, Erie County, New York",513,119,513,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290065011,360290065011,"Block Group 1, Census Tract 65.01, Erie County, New York",779,199,607,169,2,4,0,11,38,58,0,11,98,113,34,29,0,11,34,29
1500000US360290065012,360290065012,"Block Group 2, Census Tract 65.01, Erie County, New York",721,224,669,223,52,67,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290065013,360290065013,"Block Group 3, Census Tract 65.01, Erie County, New York",593,218,514,203,28,45,0,11,41,51,0,11,0,11,10,16,0,11,10,16
1500000US360290065014,360290065014,"Block Group 4, Census Tract 65.01, Erie County, New York",709,335,261,160,270,285,0,11,69,106,0,11,64,99,45,73,0,11,45,73
1500000US360290066011,360290066011,"Block Group 1, Census Tract 66.01, Erie County, New York",340,143,141,64,106,114,29,42,0,11,0,11,0,11,64,48,0,11,64,48
1500000US360290066012,360290066012,"Block Group 2, Census Tract 66.01, Erie County, New York",1358,264,1194,264,50,52,0,11,13,15,2,4,0,11,99,76,0,11,99,76
1500000US360290066013,360290066013,"Block Group 3, Census Tract 66.01, Erie County, New York",997,384,278,155,52,51,0,11,617,326,0,11,26,30,24,43,0,11,24,43
1500000US360290066021,360290066021,"Block Group 1, Census Tract 66.02, Erie County, New York",651,123,562,119,31,22,9,15,20,29,0,11,29,41,0,11,0,11,0,11
1500000US360290066022,360290066022,"Block Group 2, Census Tract 66.02, Erie County, New York",769,184,587,150,134,116,0,11,10,15,12,20,5,7,21,33,0,11,21,33
1500000US360290066023,360290066023,"Block Group 3, Census Tract 66.02, Erie County, New York",800,169,376,128,290,103,0,11,0,11,0,11,134,143,0,11,0,11,0,11
1500000US360290067011,360290067011,"Block Group 1, Census Tract 67.01, Erie County, New York",1301,310,989,310,245,142,0,11,0,11,0,11,0,11,67,68,0,11,67,68
1500000US360290067012,360290067012,"Block Group 2, Census Tract 67.01, Erie County, New York",796,293,434,150,0,11,0,11,242,268,0,11,106,129,14,22,14,22,0,11
1500000US360290067013,360290067013,"Block Group 3, Census Tract 67.01, Erie County, New York",1056,272,819,244,113,101,0,11,0,11,0,11,38,61,86,81,0,11,86,81
1500000US360290067021,360290067021,"Block Group 1, Census Tract 67.02, Erie County, New York",853,195,533,159,227,117,0,11,55,38,0,11,0,11,38,60,0,11,38,60
1500000US360290067022,360290067022,"Block Group 2, Census Tract 67.02, Erie County, New York",1388,219,820,229,367,140,0,11,109,98,0,11,80,70,12,20,0,11,12,20
1500000US360290067023,360290067023,"Block Group 3, Census Tract 67.02, Erie County, New York",709,197,521,172,78,53,0,11,30,34,0,11,70,83,10,15,0,11,10,15
1500000US360290068001,360290068001,"Block Group 1, Census Tract 68, Erie County, New York",901,243,767,234,51,84,0,11,44,56,0,11,39,60,0,11,0,11,0,11
1500000US360290068002,360290068002,"Block Group 2, Census Tract 68, Erie County, New York",557,192,411,160,106,83,0,11,29,37,0,11,11,23,0,11,0,11,0,11
1500000US360290068003,360290068003,"Block Group 3, Census Tract 68, Erie County, New York",1086,423,625,213,102,102,0,11,0,11,0,11,280,243,79,130,0,11,79,130
1500000US360290068004,360290068004,"Block Group 4, Census Tract 68, Erie County, New York",1431,497,946,350,116,106,14,23,33,37,0,11,38,45,284,392,0,11,284,392
1500000US360290069011,360290069011,"Block Group 1, Census Tract 69.01, Erie County, New York",639,242,126,104,154,162,15,23,136,160,0,11,143,121,65,69,38,60,27,34
1500000US360290069012,360290069012,"Block Group 2, Census Tract 69.01, Erie County, New York",953,318,415,235,156,124,0,11,125,177,0,11,218,144,39,48,0,11,39,48
1500000US360290069013,360290069013,"Block Group 3, Census Tract 69.01, Erie County, New York",1089,328,205,99,104,110,0,11,387,248,4,7,312,185,77,86,22,27,55,64
1500000US360290069014,360290069014,"Block Group 4, Census Tract 69.01, Erie County, New York",610,359,81,45,98,123,0,11,163,210,0,11,251,218,17,25,17,25,0,11
1500000US360290069021,360290069021,"Block Group 1, Census Tract 69.02, Erie County, New York",1468,314,686,206,145,96,64,60,272,225,0,11,169,102,132,111,67,96,65,59
1500000US360290069022,360290069022,"Block Group 2, Census Tract 69.02, Erie County, New York",1095,271,470,163,106,149,0,11,49,55,0,11,377,264,93,97,68,86,25,42
1500000US360290069023,360290069023,"Block Group 3, Census Tract 69.02, Erie County, New York",761,213,280,123,55,57,0,11,37,56,0,11,324,231,65,57,50,55,15,18
1500000US360290069024,360290069024,"Block Group 4, Census Tract 69.02, Erie County, New York",743,167,497,126,210,123,0,11,25,24,0,11,0,11,11,16,0,11,11,16
1500000US360290070001,360290070001,"Block Group 1, Census Tract 70, Erie County, New York",1397,369,282,142,476,340,21,31,86,93,0,11,444,211,88,106,88,106,0,11
1500000US360290070002,360290070002,"Block Group 2, Census Tract 70, Erie County, New York",729,333,385,279,152,101,3,15,56,65,0,11,116,107,17,54,6,10,11,54
1500000US360290070003,360290070003,"Block Group 3, Census Tract 70, Erie County, New York",885,222,519,161,133,110,30,39,56,41,0,11,129,141,18,19,5,11,13,15
1500000US360290071011,360290071011,"Block Group 1, Census Tract 71.01, Erie County, New York",575,204,309,171,75,120,0,11,16,29,0,11,139,105,36,57,0,11,36,57
1500000US360290071012,360290071012,"Block Group 2, Census Tract 71.01, Erie County, New York",948,235,300,154,383,196,0,11,0,11,0,11,238,126,27,32,8,13,19,30
1500000US360290071013,360290071013,"Block Group 3, Census Tract 71.01, Erie County, New York",1591,372,288,134,183,159,0,11,0,11,0,11,888,288,232,189,232,189,0,11
1500000US360290071014,360290071014,"Block Group 4, Census Tract 71.01, Erie County, New York",665,281,228,157,299,226,22,34,0,11,0,11,72,80,44,62,0,11,44,62
1500000US360290071021,360290071021,"Block Group 1, Census Tract 71.02, Erie County, New York",1634,281,315,129,741,232,16,19,6,11,0,11,437,183,119,104,20,32,99,99
1500000US360290071022,360290071022,"Block Group 2, Census Tract 71.02, Erie County, New York",585,122,374,106,38,43,0,11,0,11,0,11,121,83,52,36,34,37,18,19
1500000US360290071023,360290071023,"Block Group 3, Census Tract 71.02, Erie County, New York",709,320,336,191,178,247,18,29,0,11,0,11,151,145,26,32,26,32,0,11
1500000US360290072021,360290072021,"Block Group 1, Census Tract 72.02, Erie County, New York",1832,131,923,137,474,160,0,11,4,7,0,11,364,176,67,48,41,37,26,28
1500000US360290073021,360290073021,"Block Group 1, Census Tract 73.02, Erie County, New York",1367,451,1163,419,0,11,0,11,0,11,0,11,204,285,0,11,0,11,0,11
1500000US360290073022,360290073022,"Block Group 2, Census Tract 73.02, Erie County, New York",830,282,810,295,0,11,0,11,20,33,0,11,0,11,0,11,0,11,0,11
1500000US360290073023,360290073023,"Block Group 3, Census Tract 73.02, Erie County, New York",850,287,850,287,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290073024,360290073024,"Block Group 4, Census Tract 73.02, Erie County, New York",2280,377,2244,380,2,4,0,11,21,22,0,11,0,11,13,20,0,11,13,20
1500000US360290073025,360290073025,"Block Group 5, Census Tract 73.02, Erie County, New York",1550,492,1452,480,0,11,0,11,46,53,0,11,0,11,52,81,0,11,52,81
1500000US360290073026,360290073026,"Block Group 6, Census Tract 73.02, Erie County, New York",1175,286,1100,277,14,23,0,11,0,11,0,11,61,99,0,11,0,11,0,11
1500000US360290073031,360290073031,"Block Group 1, Census Tract 73.03, Erie County, New York",1076,355,1060,355,0,11,0,11,0,11,0,11,0,11,16,26,0,11,16,26
1500000US360290073032,360290073032,"Block Group 2, Census Tract 73.03, Erie County, New York",2605,483,2295,459,165,112,0,11,76,86,0,11,2,4,67,88,0,11,67,88
1500000US360290073033,360290073033,"Block Group 3, Census Tract 73.03, Erie County, New York",2005,367,1803,372,25,31,14,21,90,78,0,11,47,72,26,29,0,11,26,29
1500000US360290073034,360290073034,"Block Group 4, Census Tract 73.03, Erie County, New York",1486,347,1263,324,0,11,0,11,96,71,0,11,0,11,127,190,0,11,127,190
1500000US360290073041,360290073041,"Block Group 1, Census Tract 73.04, Erie County, New York",2571,424,2526,426,0,11,0,11,26,45,0,11,19,34,0,11,0,11,0,11
1500000US360290073042,360290073042,"Block Group 2, Census Tract 73.04, Erie County, New York",2884,378,2809,376,2,4,0,11,73,69,0,11,0,11,0,11,0,11,0,11
1500000US360290076001,360290076001,"Block Group 1, Census Tract 76, Erie County, New York",857,175,837,172,0,11,20,24,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290076002,360290076002,"Block Group 2, Census Tract 76, Erie County, New York",1071,184,1012,189,5,6,13,21,0,11,0,11,7,12,34,40,25,39,9,14
1500000US360290076003,360290076003,"Block Group 3, Census Tract 76, Erie County, New York",1128,215,1128,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290077001,360290077001,"Block Group 1, Census Tract 77, Erie County, New York",1036,269,943,255,23,31,0,11,0,11,0,11,13,21,57,67,0,11,57,67
1500000US360290077002,360290077002,"Block Group 2, Census Tract 77, Erie County, New York",1029,301,1015,305,0,11,0,11,0,11,0,11,0,11,14,21,0,11,14,21
1500000US360290077003,360290077003,"Block Group 3, Census Tract 77, Erie County, New York",709,203,669,202,0,11,0,11,0,11,0,11,17,28,23,36,0,11,23,36
1500000US360290077004,360290077004,"Block Group 4, Census Tract 77, Erie County, New York",1058,440,1007,435,9,18,0,11,0,11,0,11,0,11,42,64,42,64,0,11
1500000US360290077005,360290077005,"Block Group 5, Census Tract 77, Erie County, New York",673,245,673,245,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290078001,360290078001,"Block Group 1, Census Tract 78, Erie County, New York",1226,323,1132,306,1,3,0,11,0,11,0,11,0,11,93,106,0,11,93,106
1500000US360290078002,360290078002,"Block Group 2, Census Tract 78, Erie County, New York",1264,238,1217,233,0,11,0,11,0,11,0,11,0,11,47,39,0,11,47,39
1500000US360290078003,360290078003,"Block Group 3, Census Tract 78, Erie County, New York",1040,281,945,237,0,11,66,84,0,11,0,11,18,30,11,17,0,11,11,17
1500000US360290078004,360290078004,"Block Group 4, Census Tract 78, Erie County, New York",1641,253,1641,253,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079011,360290079011,"Block Group 1, Census Tract 79.01, Erie County, New York",1213,173,1195,169,8,12,0,11,0,11,0,11,0,11,10,15,0,11,10,15
1500000US360290079012,360290079012,"Block Group 2, Census Tract 79.01, Erie County, New York",1356,205,1148,205,94,91,5,9,103,80,0,11,0,11,6,10,0,11,6,10
1500000US360290079013,360290079013,"Block Group 3, Census Tract 79.01, Erie County, New York",714,145,659,138,1,2,0,11,42,60,0,11,12,19,0,11,0,11,0,11
1500000US360290079021,360290079021,"Block Group 1, Census Tract 79.02, Erie County, New York",586,169,586,169,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079022,360290079022,"Block Group 2, Census Tract 79.02, Erie County, New York",619,281,560,278,59,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079023,360290079023,"Block Group 3, Census Tract 79.02, Erie County, New York",2319,364,1888,331,239,298,15,23,177,131,0,11,0,11,0,11,0,11,0,11
1500000US360290079024,360290079024,"Block Group 4, Census Tract 79.02, Erie County, New York",872,232,872,232,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079025,360290079025,"Block Group 5, Census Tract 79.02, Erie County, New York",1000,197,953,209,47,73,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079026,360290079026,"Block Group 6, Census Tract 79.02, Erie County, New York",637,204,574,188,0,11,0,11,0,11,0,11,63,106,0,11,0,11,0,11
1500000US360290079031,360290079031,"Block Group 1, Census Tract 79.03, Erie County, New York",973,153,890,146,49,53,0,11,23,29,0,11,11,18,0,11,0,11,0,11
1500000US360290079032,360290079032,"Block Group 2, Census Tract 79.03, Erie County, New York",1078,213,1071,212,0,11,0,11,0,11,0,11,0,11,7,12,0,11,7,12
1500000US360290079033,360290079033,"Block Group 3, Census Tract 79.03, Erie County, New York",1271,243,1271,243,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079041,360290079041,"Block Group 1, Census Tract 79.04, Erie County, New York",1406,207,1381,214,0,11,0,11,15,17,0,11,0,11,10,15,0,11,10,15
1500000US360290079042,360290079042,"Block Group 2, Census Tract 79.04, Erie County, New York",634,216,494,104,0,11,0,11,0,11,0,11,140,216,0,11,0,11,0,11
1500000US360290079043,360290079043,"Block Group 3, Census Tract 79.04, Erie County, New York",1283,162,1090,168,54,73,0,11,110,83,0,11,0,11,29,37,7,11,22,35
1500000US360290079051,360290079051,"Block Group 1, Census Tract 79.05, Erie County, New York",1794,355,1547,331,95,146,0,11,105,77,0,11,0,11,47,52,0,11,47,52
1500000US360290079052,360290079052,"Block Group 2, Census Tract 79.05, Erie County, New York",652,223,652,223,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290079053,360290079053,"Block Group 3, Census Tract 79.05, Erie County, New York",1725,323,1707,322,0,11,0,11,18,27,0,11,0,11,0,11,0,11,0,11
1500000US360290080011,360290080011,"Block Group 1, Census Tract 80.01, Erie County, New York",704,168,673,153,0,11,0,11,0,11,0,11,0,11,31,48,0,11,31,48
1500000US360290080012,360290080012,"Block Group 2, Census Tract 80.01, Erie County, New York",1595,339,1234,311,38,44,0,11,263,299,0,11,0,11,60,78,0,11,60,78
1500000US360290080013,360290080013,"Block Group 3, Census Tract 80.01, Erie County, New York",1252,335,833,270,277,265,0,11,119,105,0,11,0,11,23,39,0,11,23,39
1500000US360290080014,360290080014,"Block Group 4, Census Tract 80.01, Erie County, New York",426,145,400,146,0,11,0,11,26,40,0,11,0,11,0,11,0,11,0,11
1500000US360290080015,360290080015,"Block Group 5, Census Tract 80.01, Erie County, New York",971,275,701,188,247,204,0,11,0,11,0,11,0,11,23,41,0,11,23,41
1500000US360290080016,360290080016,"Block Group 6, Census Tract 80.01, Erie County, New York",906,255,826,212,80,108,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290080021,360290080021,"Block Group 1, Census Tract 80.02, Erie County, New York",1211,508,1151,517,44,70,0,11,0,11,0,11,0,11,16,24,0,11,16,24
1500000US360290080022,360290080022,"Block Group 2, Census Tract 80.02, Erie County, New York",519,153,509,150,0,11,0,11,10,16,0,11,0,11,0,11,0,11,0,11
1500000US360290080023,360290080023,"Block Group 3, Census Tract 80.02, Erie County, New York",1918,408,1703,411,97,73,0,11,80,128,0,11,14,23,24,38,0,11,24,38
1500000US360290080024,360290080024,"Block Group 4, Census Tract 80.02, Erie County, New York",1053,339,1053,339,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290080025,360290080025,"Block Group 5, Census Tract 80.02, Erie County, New York",708,182,696,180,12,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290080026,360290080026,"Block Group 6, Census Tract 80.02, Erie County, New York",494,157,494,157,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290080031,360290080031,"Block Group 1, Census Tract 80.03, Erie County, New York",830,214,818,211,12,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290080032,360290080032,"Block Group 2, Census Tract 80.03, Erie County, New York",1074,492,1059,494,0,11,0,11,0,11,0,11,0,11,15,26,0,11,15,26
1500000US360290080033,360290080033,"Block Group 3, Census Tract 80.03, Erie County, New York",759,327,650,306,0,11,0,11,92,102,0,11,0,11,17,28,0,11,17,28
1500000US360290080034,360290080034,"Block Group 4, Census Tract 80.03, Erie County, New York",1514,334,1257,306,67,50,0,11,48,78,0,11,40,59,102,130,15,24,87,124
1500000US360290080035,360290080035,"Block Group 5, Census Tract 80.03, Erie County, New York",1498,336,1399,320,60,69,0,11,9,13,0,11,0,11,30,46,0,11,30,46
1500000US360290081011,360290081011,"Block Group 1, Census Tract 81.01, Erie County, New York",1341,265,1229,267,0,11,19,29,93,105,0,11,0,11,0,11,0,11,0,11
1500000US360290081012,360290081012,"Block Group 2, Census Tract 81.01, Erie County, New York",1144,325,1119,336,0,11,0,11,12,17,0,11,0,11,13,20,0,11,13,20
1500000US360290081013,360290081013,"Block Group 3, Census Tract 81.01, Erie County, New York",899,234,740,209,25,39,62,100,54,84,0,11,0,11,18,30,0,11,18,30
1500000US360290081014,360290081014,"Block Group 4, Census Tract 81.01, Erie County, New York",890,221,847,218,0,11,0,11,43,65,0,11,0,11,0,11,0,11,0,11
1500000US360290081015,360290081015,"Block Group 5, Census Tract 81.01, Erie County, New York",1215,239,1115,239,51,58,34,39,13,22,0,11,2,8,0,11,0,11,0,11
1500000US360290081021,360290081021,"Block Group 1, Census Tract 81.02, Erie County, New York",945,152,887,155,0,11,5,8,24,20,0,11,2,4,27,25,0,11,27,25
1500000US360290081022,360290081022,"Block Group 2, Census Tract 81.02, Erie County, New York",1283,201,1212,211,42,45,0,11,29,25,0,11,0,11,0,11,0,11,0,11
1500000US360290081023,360290081023,"Block Group 3, Census Tract 81.02, Erie County, New York",581,109,581,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290081024,360290081024,"Block Group 4, Census Tract 81.02, Erie County, New York",771,131,748,127,5,6,0,11,11,20,0,11,0,11,7,11,0,11,7,11
1500000US360290081025,360290081025,"Block Group 5, Census Tract 81.02, Erie County, New York",521,126,521,126,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290082011,360290082011,"Block Group 1, Census Tract 82.01, Erie County, New York",729,131,674,138,19,28,0,11,0,11,0,11,27,31,9,16,0,11,9,16
1500000US360290082012,360290082012,"Block Group 2, Census Tract 82.01, Erie County, New York",754,158,719,151,3,7,16,25,0,11,0,11,6,13,10,16,0,11,10,16
1500000US360290082013,360290082013,"Block Group 3, Census Tract 82.01, Erie County, New York",994,207,974,209,15,19,0,11,0,11,0,11,5,11,0,11,0,11,0,11
1500000US360290082021,360290082021,"Block Group 1, Census Tract 82.02, Erie County, New York",994,160,963,154,31,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290082022,360290082022,"Block Group 2, Census Tract 82.02, Erie County, New York",561,151,561,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290082023,360290082023,"Block Group 3, Census Tract 82.02, Erie County, New York",604,135,575,130,29,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290082024,360290082024,"Block Group 4, Census Tract 82.02, Erie County, New York",684,187,684,187,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290082025,360290082025,"Block Group 5, Census Tract 82.02, Erie County, New York",824,182,711,160,105,97,8,12,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290083001,360290083001,"Block Group 1, Census Tract 83, Erie County, New York",1282,250,841,195,169,143,0,11,0,11,0,11,13,20,259,164,82,134,177,130
1500000US360290083002,360290083002,"Block Group 2, Census Tract 83, Erie County, New York",559,204,423,182,52,50,0,11,0,11,0,11,0,11,84,93,0,11,84,93
1500000US360290083003,360290083003,"Block Group 3, Census Tract 83, Erie County, New York",527,169,393,173,0,11,11,17,0,11,0,11,89,119,34,40,0,11,34,40
1500000US360290084001,360290084001,"Block Group 1, Census Tract 84, Erie County, New York",416,128,406,127,0,11,0,11,0,11,0,11,10,15,0,11,0,11,0,11
1500000US360290084002,360290084002,"Block Group 2, Census Tract 84, Erie County, New York",1065,249,1000,248,0,11,0,11,0,11,0,11,0,11,65,75,0,11,65,75
